uid,wid,date,content
7029497065,4479972331191336,2020-03-07,#鸭鸭offer快报#你好想投个稿wbs管理学和ntu管理经济选哪个呀ntu排名高但是中文授课就有点介意bg是20+985英国offer鸭的微博投票
7029497065,4479971915681952,2020-03-07,#鸭鸭互助#老师您好我申请了拉夫堡的accountingandfinance但是一直没消息所以想问问有没有小伙伴收到了offer还想求一个deadline
7029497065,4479971752383169,2020-03-07,留学回国学历学位认证攻略
7029497065,4479990185696028,2020-03-07,#鸭鸭问答#你好呀，可以咨询一下在UCL住过宿舍的胖友们一些问题吗~目前看到的比较心仪的，有ensuite房型的，距离从近到远主要有这四个：prankerdhouse，endsleighgardens，Beaumontcourse，newhall。主要想问一下治安情况、房屋新旧（设施）、生活便利（小店之类的）、公共交通（步行距离）分别怎么样~谢谢！如果有类似的租房群可以拉我一把～可以看看我的这篇微博，之前在UCL帮大家实测的网页链接Endseighgardens和Prankerdhouse是离maincampus最近的，但是论设施的话，实地考察后我觉得Newhall最好。
7330842801,4486659695531744,2020-03-26,一起吸欧气，屠鸭一次成功
7330842801,4486500693173230,2020-03-25,萨塞克斯大学取消16周语言课，计划开设8周线上语言课；语言课申请截止日期暂无调整。
7330842801,4486458670625623,2020-03-25,肯特大学17周和10周语言课改为线上课程；暂时不接受非UKVI雅思申请语言课；语言课申请截止日期暂无调整。
7330842801,4486440296034954,2020-03-25,思克莱德大学若学生因疫情无法到校，18周和24周语言课，可选择线上上课；8周和12周开设线上课程。接受非UKVI的雅思，或者其他认可的英文能力测试成绩单申请线上语言课；语言课申请截止日期暂无调整。
7330842801,4486429726122078,2020-03-25,伦敦国王学院offer专业：银行与金融背景：本科2+2，国际商务专业，均分79.68，雅思7.0
7330842801,4486423225064656,2020-03-25,雅思备考攻略
7330842801,4486418904975296,2020-03-25,曼彻斯特大学offer专业：高分子材料科学与工程背景：本科双非，化学工程与工艺专业，GPA88.13，雅思5.5
7330842801,4486413158323487,2020-03-25,英国留学超话求一个tesol选校，目前拿到了格拉，杜伦和爱丁堡的offeroffer播报酱的微博投票
7330842801,4486408335094594,2020-03-25,布鲁内尔大学对所有语言班开放线上授课，即大学将提供仅线上语言班和线上+线下结合语言班班两种模式的语言课程；接受普通类学术雅思，托福，PearsonPTEAcademic（培生学术英语考试）以及布鲁内尔内测申请线上语言课；语言课申请截止日期暂无调整。
7029497065,4479959856935575,2020-03-07,英国留学论述题型考试(EssaysExams)最全备考攻略
7029497065,4479928885960420,2020-03-07,#鸭鸭offer快报#超走心的英新港留学申请经验分享
7029497065,4479926663616827,2020-03-07,#鸭鸭互助#KCL宿舍Atlasen-suite转租
7029497065,4479439783903824,2020-03-06,#鸭鸭互助#您好，请问有没有学长学姐租过或正在租flat，格拉斯哥大学附近，希望从学长学姐那里取取经或者直接承租学长学姐住的flat～谢谢!～
7029497065,4479439692201751,2020-03-06,#鸭鸭问答#鸭鸭你好请问一下ucl的offer最多会等多久计算机学院的去年十月申请现在都没有答复都等到UCL开始strike了这么久了可以问问学校了
7029497065,4479439041616873,2020-03-06,#鸭鸭定校小分队#可以帮忙发个投票嘛太纠结啦利兹的mc（managementconsulting）与曼大的ifr（internationalfashionretailing）mc在商学院综排低一些学的有点虚ifr在材料学院网评不太好怕回国行业内的认可度较低mc卡学校list但ifr似乎不卡英国offer鸭的微博投票
7029497065,4479438437300476,2020-03-06,英国求职-pwcoffer攻略
7330842801,4486488865536388,2020-03-25,邓迪大学学校会为因无法取得UKVI雅思成绩或签证而未能及时前往邓迪参加语言课的学生开设网络学前语言课；接受非UKVI雅思考试（A类）、Trinity、PearsonsPTEAcademic、CambridgeEnglish:Advanced（CAE）、CambridgeEnglish:Proficiency（CPE）或TOEFLiBT等语言资格考试的成绩申请6周、11周线上语言课。语言课申请截止日期暂无调整。
7029497065,4479927891934444,2020-03-07,#鸭鸭问答#求助麻烦问一下各位留学党在国内的时候都办了哪家银行的哪个银行卡储蓄卡信用卡都可如果可以说说优势和劣势就更好了谢谢！我觉得中国银行的金色年华卡可以选择办一个（汇款免手续费），然后招商银行的信用卡也可以办一个（经常有visa海外刷卡返现活动），招行信用卡返现活动可以参考这篇微博：网页链接，其他的帮你发了问问大家。
7330842801,4486403990082815,2020-03-25,大家都换英镑了吗？offer播报酱的微博投票
7330842801,4486402798075233,2020-03-25,考文垂大学计划在中国开设语言课，增加内测；语言课申请截止日期暂无调整。
7330842801,4486401355647509,2020-03-25,投稿，干货选校视频再再再次出炉～
7330842801,4486395966407329,2020-03-25,回国路线，以供参考哦
7330842801,4486395344775521,2020-03-25,英国留学超话来跟大家聊聊关于档案存放的那些事儿出国前一定要帮你的档案找一个合适的家
7330842801,4486393486853727,2020-03-25,悉尼大学offer专业：自动化和制造系统背景：本科985院校，自动化专业，均分79
7330842801,4486372695549895,2020-03-25,目前，三大考试局CAIE、爱德思和牛津AQA都正式宣布2020年5-6月全球国际考试取消！也就是，大陆地区由CAIE组织的国际A-Level将如期进行的好消息也不复存在了。
7330842801,4486372436235927,2020-03-25,转发微博
7330842801,4486369810569888,2020-03-25,伦敦大学学院所有语言课全部改为网课，申请截止时间暂无变化
7029497065,4479438349437463,2020-03-06,出国及海外中国公民自愿登记
7029497065,4479129456408462,2020-03-05,受到疫情影响，布里斯托大学决定取消14周语言班，对于已经拿到offer的同学学校会有新的安排，具体情况等布大通知另外6周和10周语言班也推出了线上课程，线下的目前暂时还没有取消，不过具体情况也要等通知。
7029497065,4478853714128182,2020-03-04,#鸭鸭offer快报#鸭鸭～投稿有点晚了不过希望对大家有帮助！我的申请季结束啦！70左右211会计均分85六所学校都下了offer！感谢布里斯托：af11.1伯明翰：iaf11.13杜伦：af12.11格拉斯哥：macc12.15谢菲尔德：af1.10利兹：af2.13申请时间：10.8～10.16
7029497065,4478853579869947,2020-03-04,英国留学Vlog
7029497065,4478853483699526,2020-03-04,"#鸭鸭互助#Hi,鸭鸭好，我想问一下大家有没有去年10月就递曼大环发hrm的申请，一直杳无音讯的，最近是一直在营业吗？迟迟不没消息是不是希望不大了啊！"
7029497065,4478853340621684,2020-03-04,#鸭鸭offer快报#鸭鸭～投个稿offer：曼大datascience（business）方向bg：双非一本93.4+金融相关专业7（6）700G想求一下这个专业的就业前景和在英国的口碑？
7029497065,4478785590235948,2020-03-04,回复@Nnnnnnnnathan:忘了补考会有cap，如果是补考被cap了，达不到核心课程or特定课程需要满足xxxclass的要求的话，就没办法申请这类专业了//@Nnnnnnnnathan:补考也是40分呀
7029497065,4478482056236042,2020-03-03,#鸭鸭问答#鸭鸭好，求个匿，英本大二，出分发现有一门不小心fail了真的晴天霹雳完全没想到，最后均分60左右。虽然保证自己第二学期会非常努力拉均分上70，但想知道有一门补考会不会影响最后申请！例如华威曼大ucl这样的！太难过了！谢谢！一般来说学校应该会看你补考后的分数的（毕竟国内也有很多刷分的），如果整体的确优秀的话，一般来说不会抓着你补考的这一门不放。除非在招生条件里强调了核心课程orxxx课程必须要求2.1class之类的，学校可能会觉得你比和你条件差不多的applicants竞争力弱一些（因为考了两次才考到合格的分数），不过应该还是会主要看你secondattempt的分数的。
7029497065,4478482194730064,2020-03-03,#鸭鸭问答#鸭鸭好，求个匿，英本大二，出分发现有一门不小心fail了真的晴天霹雳完全没想到，最后均分60左右。虽然保证自己第二学期会非常努力拉均分上70，但想知道有一门补考会不会影响最后申请！例如华威曼大ucl这样的！太难过了！谢谢！一般来说学校应该会看你补考后的分数的（毕竟国内也有很多刷分的），如果整体的确优秀的话，一般来说不会抓着你补考的这一门不放。除非在招生条件里强调了核心课程orxxx课程必须要求2.1class之类的，学校可能会觉得你比和你条件差不多的applicants竞争力弱一些（因为考了两次才考到合格的分数），不过应该还是会主要看你secondattempt的分数的。
7029497065,4478855290898789,2020-03-04,#鸭鸭定校小分队#鸭鸭你好！请问可以帮忙做一个选校的投票嘛？kcl的digitalcultureandsociety和墨尔本的marketingcommunication！顺便也想蹲一个kcl六周语言班的就读体验，因为写作卡了0.5的小分，但是又很担心通过率的风险～如果可以蹲到一个这个专业的新生群就更好啦！谢谢你！选校
7029497065,4478480814727641,2020-03-03,#鸭鸭定校小分队#哈咯鸭鸭！想求个投票，一个是QM的Marketing，另一个是诺丁汉的BusinessandManagement。（有留英工作两年的打算）因为QM不知道国内认可度怎么样回国有点担心但自己本身很喜欢marketing而且想去伦敦英国offer鸭的微博投票
7029497065,4478480651750691,2020-03-03,#鸭鸭定校小分队#鸭鸭你好呀！可以帮忙发一个择校投票吗？诺丁汉比较文学墨尔本creativewriting不用考虑就业问题，有点纠结不知道选哪个，请大家帮忙一起看看。如果以后想申phd的话是不是读文学更好？英国offer鸭的微博投票
7029497065,4478477379722642,2020-03-03,#鸭鸭offer快报#鸭鸭想发起一个投票非常纠结了时尚管理专业南安普顿和利兹bg：本科网排100双非服装设计英国offer鸭的微博投票
7029497065,4478329480247983,2020-03-03,新型冠状病毒英国确诊病例分布图如下，在英国的小伙伴要做好防护呀！
7029497065,4478152354788190,2020-03-02,英国留学生申请总结
7029497065,4478152208338556,2020-03-02,手把手教你以文科专业申请藤校、G5热门计算机CS项目
7029497065,4478151772588848,2020-03-02,#鸭鸭offer快报#感谢鸭鸭之前的帮助～来投个稿顺便想问问还有必要等曼大环发嘛
7330842801,4486363288544195,2020-03-25,格拉斯哥大学offer专业：电子与电气工程背景：本科985院校，电子科学与技术专业，均分87
7330842801,4486317406363321,2020-03-25,因受疫情影响，英国所有学校在全面关闭后，今年夏季A-level考试正式取消。而日前，CIE考试局正式发布公告，取消了5-6月所有国家和地区的IGCSE、AS&A-Level、O-Level等考试！表明今年中国大陆区的考试也取消了。
7330842801,4486314705385633,2020-03-25,背景：本科双非，化学工程与工艺专业，GPA88.13，雅思6.0offer：爱丁堡大学高级化学工程曼彻斯特大学高级化学工程offer播报酱的微博投票
7330842801,4486311953785878,2020-03-25,新加坡国立大学offer专业：数据科学与机器背景：本科985院校，GPA86，电子工程专业，雅思6.5
7330842801,4486310775109789,2020-03-25,伦敦大学学院offer专业：制药学背景：本科双非，化学工程与工艺专业，GPA88.13，雅思5.5
7330842801,4486303850595701,2020-03-25,英国留学近期爱用物分享
7330842801,4486302957049841,2020-03-25,雅思超话报考雅思成功的小伙伴，今天开始屠鸭了吗？offer播报酱的微博投票
7330842801,4486300645914250,2020-03-25,今日汇率：1英镑=8.3136人民币1美元=7.061人民币1澳元=4.2091人民币1欧元=7.6209人民币1加元=4.8885人民币1港元=0.9107人民币（仅供参考）
7330842801,4486298587244099,2020-03-25,牵手梦校，梦校爱我
7029497065,4478480538580168,2020-03-03,#鸭鸭问答#鸭鸭你好，我有两个问题咨询，1.我报了曼大的语言班，如果我5月份考试拿到合格成绩后，可以语言班免考嘛。2、我往届生，想申请联合CAS，需要给学院发邮件询问给不给我联合的嘛，还是说学校自动给我发联合的。谢谢解答一般情况下拿到合格的雅思成绩后可以直接给学校提供合格的雅思成绩单，这样一来你的语言就已经满足conditionaloffer里的要求了，不需要语言班成绩单了，那么考不考都随你了其次你说的jointCAS的问题，保险起见你还是给学校发一封邮件说一下，你要的是jointCAS，不要普通的CAS。
7029497065,4478152086592580,2020-03-02,#鸭鸭定校小分队#鸭鸭可以帮我发一下投票吗。本科建筑环境与能源应用。收到ucl两个offer，一个是巴院规划部门下面的infrastructureplanningappraisalanddevelopment。另一个是建筑环境能源与资源部门下面的Healthwellbeingandsustainablebuilding。另外想问一下两个专业的就业待遇和就业趋势差距大吗？选校
7029497065,4478151915089287,2020-03-02,#鸭鸭offer快报#这个是我全部的拒和录取的情况：录：1.布里斯托EducationMSc10.16~11.272.格拉斯哥EducationStudiesMSc10.16~12.113.爱丁堡EducationMSc10.16~12.114.曼彻斯特Education(international)10.16提交，12月19收到了一封邮件，说正是offer会在一月发给我。1月13号收到正式offer5.KCLMAEducation10.16~1.126.UCLMAEducation2019.11.5~2020.2.26拒：1.KCL10.16交申请，10月24号询问我是否愿意换专业，换成tesol。我同意后10月29号给我发了tesol的测试题。大概过了一个月把我拒了拒绝理由说是竞争激烈2.UCLMAComparativeEducation11.5~12.17竞争激烈！
1824301624,4490089176820384,2020-04-04,好奇请教，我知道这种东西对英国taught类硕士申请没什么用，不过大家是否知道这个对找工作填简历是否有用？或者花这个钱是否有什么优点。纯问下
1824301624,4490087708331380,2020-04-04,学生：Cook老师，我写了一篇关于双学位/辅修对申请是否有用处的文章，想要投稿，希望帮助到更多纠结的学弟学妹，打扰啦~
1824301624,4490025679174937,2020-04-04,【荷兰拒信】Cook叔投一个荷兰拒信TUDelft.ComplexSystemsEngineeringandManagement.rejectbg985工业工程88过线语言理由：motivationletter动机不充分想问一下有没有TUDelftargue的案例
1824301624,4490010570604443,2020-04-04,【英国Offer舞蹈专业】叔我的申请季结束啦申请的所有学校都拿到了offer来报一下～三一拉班舞蹈编导伦敦当代舞蹈学校舞蹈影像北方当代舞蹈学校舞团运营爱丁堡舞蹈科学与教育奇切斯特大学舞蹈编导牛津大学纯艺bg：中国最好的舞蹈学院89申请的时候雅思7.5（7）
7330842801,4486138054447112,2020-03-24,怀卡托大学宣布3/30开始线上授课。
7330842801,4486122955063147,2020-03-24,奥克兰理工大学宣布从4/23开始线上授课
7330842801,4486094768574297,2020-03-24,奥克兰大学宣布3/23-3/27开始停课，3/30开始线上授课。
7330842801,4486073378029033,2020-03-24,华威大学offer专业：MAinGlobalMediaandCommunication背景：本科985院校，媒体经济学专业，GPA91，雅思7
7330842801,4486057381271116,2020-03-24,CAIE剑桥国际考试局正式宣布，由于疫情的关系，将取消今夏全球范围内的所有CAIE考试，包括CambridgeIGCSE、CambridgeOLevel、CambridgeInternationalAS&ALevel、CambridgeAICEDiploma以及CambridgePre-U。
7330842801,4486040536471240,2020-03-24,大家做好防护，注意安全哦
7330842801,4486038904508666,2020-03-24,华威大学offer专业：DigitalMediaandCulture(MA)背景：本科双非院校，国际经济与贸易专业，GPA86
7330842801,4486033133786299,2020-03-24,雅思超话大家报名6月份的雅思了吗？offer播报酱的微博投票
7330842801,4486012979439822,2020-03-24,华威大学offer专业：DigitalMediaandCulture(MA)背景：本科985院校，视听传播学，GPA3.55
7029497065,4478151445357250,2020-03-02,英国各大院校最新调整语言班政策信息汇总
7029497065,4476712978535118,2020-02-27,#鸭鸭定校小分队#您好，offer鸭想问下服装设计专业的研究生，利兹大学，格拉斯哥大学，南安普顿大学选择哪个更好呢英国offer鸭的微博投票
7029497065,4476691151882246,2020-02-27,英国诺丁汉大学超详细MScMarketing就读体验分享
7029497065,4476690396603363,2020-02-27,诺丁汉大学中英口笔译UoNCETI就读体验
7029497065,4476690271030086,2020-02-27,英国签证肺结核上海体检攻略
7029497065,4476621778066227,2020-02-27,#鸭鸭定校小分队#哈喽鸭鸭，求发一个选校投票南安的accountingandmanagement;伯明翰的internationaleconomics;利兹的bankingandinternationalfinance感谢(毕业后想在英国工作一两年回国，长期打算还是回国)英国offer鸭的微博投票
7029497065,4476621656928684,2020-02-27,#鸭鸭定校小分队#哈喽鸭鸭你好！请问可以帮忙发一个选校投票嘛？华威的economicandInternationalfinance和布里斯托的EconomicsFinanceandManagement专业，完全不知道该咋选择，想问问大家的意见英国offer鸭的微博投票
1824301624,4490087448233737,2020-04-04,"【英新Offer】4申4中，求个择校建议以及NUS不分项目offerholder群~UCLIPP(InternationalPublicPolicyMSc)12.23-2.22,con87.5语言;LSEISPP(MScInternationalSocialandPublicPolicy-General)12.20-3.19,con85语言;爱丁堡CPP(MScComparativePublicPolicy)12.26-3.28,con80;NUSMPP(MasterofPublicPolicy)-4.1"
7330842801,4486044630486359,2020-03-24,索尔福德大学1.受疫情影响，3月17日开始，所有教学活动和评估测试将通过线上进行2.06/2020年的课程取消开课，所有课程将推到09/2020进行：(1)已获得签证的学生需联系学校撤销CAS和签证(2)已支付押金未收到CAS，或者已收到CAS但仍未申请签证的学生，学校会把申请延到09/2020入读，不符合以上情况但需要延期的学生可联系Admissions申请(3)已支付押金但不计划入读的学生，可联系Admissions申请退押金
7029497065,4478151276948853,2020-03-02,#鸭鸭定校小分队#您好～我想请大家帮忙选一下学校曼大马上要交留位费了！1️曼大EPM（工程项目管理）2️港大IELM（工业工程及物流管理）曼大这个专业大课比较多中国人也多以及四个项目管理的评价不是很好香港的话有点担心未来局势和就业是否受到影响实在是太纠结了拜托大家帮忙从专业前景和未来就业方面帮忙选一下学校选校
7029497065,4476621422004409,2020-02-27,#鸭鸭定校小分队#鸭鸭打扰啦现在手里有俩offer拿不定主意可以请鸭鸭和大家给些建议吗kcl的internationalrelationsVSuclinternationalpublicpolicy王的ir在warstudies下面课程设置也很吸引人但是过去要读11周语言班学费还要更贵一点ucl的ipp过去也要读语言学校排名比王高但是我看课程设置里面定量研究和统计学分析占很大比重自己纯文科脑袋担心学起来吃力实在不知道该怎么选了麻烦鸭鸭和大家给些建议啊选校
1824301624,4490088606511260,2020-04-04,【荷爱Offer】本人背景条件：双非大学网排150+，雅思7（6），均分80，专业是财务管理，附加经济条件一般。所以此次申请季主要申请荷兰、爱尔兰。1、荷兰UtrechtUniversity（乌特勒支大学）FinancialManagementTl:11月13日12月18日，中间经历了一次argue，后来成功发了offer2、爱尔兰TrinityCollegeUniversity（圣三一TCD）FinancialRiskManagementTl:11月29日12月17日（至今依然记得收到offer的惊喜）3、爱尔兰UCDsmurfitbusinessschoolAccountingandFinancialManagementTl:11月281月8日还申请了一个BusinessAnalyticsTl:11月28日1月10日4、荷兰UtrechtUniversityinternationalmanagement（这个专业纯粹是当初以为拿不到荷兰offer重新申请的保底）Tl:12月2日2月6日5、荷兰伊拉姆斯大学ErasmusUniversityRotterdamDatascienceandMarketingAnalyticsTl:3月2日到4月2日，虽然是硕士预科我也很满意，因为这是我最想念的专业，而且我也没学过计算机，预科对我来说很有帮助也是真的！可惜雅思要四个6.5，我作文小分不够不知道还有没有可能再考一次呜呜呜。
1824301624,4490003021452510,2020-04-04,【英国Offer舞蹈类】本科211舞蹈编导offer三一拉班音乐与舞蹈学院Msc舞蹈科学QueenMarryMA创意产业与艺术组织现在在纠结选哪个拉班是业界顶级大牛，但是专业本身就业局限性大，QM虽然名气还好，但是这个专业就业相对好一些。PS两个学校都在伦敦
7029497065,4476604459377990,2020-02-27,#鸭鸭问答#鸭鸭你好，我1月7日申请的KCL的六周combined语言班，一直没有任何回复，请问会出什么问题报不上吗？我看网上有朋友说6周combined已经满了，请问是真的吗？谢谢啦！六周的一般不会这么早满吧？往年六周语言班最早也是五月初开始给wl的。
7029497065,4476563644566931,2020-02-27,#鸭鸭定校小分队#您好可以麻烦您发起个投票嘛tesol专业伯明翰大学和格拉斯哥大学最近太纠结了感谢您英国offer鸭的微博投票
7029497065,4476563078757424,2020-02-27,英国留学生活吐槽
7029497065,4476562818315149,2020-02-27,#鸭鸭问答#鸭鸭你好～我想问一下kcl今年六周语言班的offer怎么还没下鸭？等了一个月了第一批是什么时候发呢？等等看，KCL语言班喜欢先发offer给15周，再发10周，再发6周。不过也不是绝对的，只是说admissionteam会优先处理时长长一些的语言班申请。
7029497065,4476351622432187,2020-02-26,英国留学租房攻略
7330842801,4486003416904048,2020-03-24,伦敦大学国王学院offer专业：Cultural&CreativeIndustriesMA背景：本科211院校，英语专业，GPA90，雅思7.5
7330842801,4485995615127427,2020-03-24,坎特伯雷大学已经开始线上授课
7330842801,4485982277215168,2020-03-24,伦敦大学国王学院offer专业：DigitalCulture&SocietyMA背景：本科985院校，汉语言文学，GPA87.61，雅思7
7330842801,4485981778037882,2020-03-24,转发微博
7330842801,4485974355046513,2020-03-24,一篇帖子告诉你，【谢菲尔德的语言课】到底是怎么上的。
7330842801,4485973897000366,2020-03-24,目前6月普雅的考位已经全部放出啦（UKVI暂时还没有开放），现在大部分城市的考位都还有名额（包括北上广），建议有出分压力的小烤鸭们，尽快报名抢占考位！#雅思#
7330842801,4485969946667642,2020-03-24,林肯大学将于3/23暂停教学活动。所有在线评估将继续进行，新的课程将于4/3前更新。
7330842801,4485967178387957,2020-03-24,伦敦大学学院offer专业：EthnographicandDocumentaryFilm(Practical)MA背景：本科双非，电影编剧，GPA86，雅思6
7330842801,4485956860517158,2020-03-24,伦敦大学学院offer专业：DigitalHumanitiesMA/MSc背景：本科985院校，德语专业，GPA3.82，雅思8
1824301624,4489960239730296,2020-04-04,【英国Offer法学类】投稿一波LLM拒信和offer顺便求个选校建议bg：华东政法gpa3.54加权87.55（投递时）后来重修的课出来之后又补了一份3.62的成绩单Offer：华威大学InternationalCommercialLaw1.9-2.19布里斯托BankingandFinanceLaw1.9-3.6爱丁堡大学InternationalBankingLawandFinance1.9-4.3Rej：KCLLLM1.9-2.17Wl：曼大杜伦爱丁堡大学CommercialLaw
1824301624,4489972822477793,2020-04-04,【英国Offer】叔，晚申选手来报拒录攒人品offer：kcldamm1.10-3.26爱丁堡dmc（byresearch）1.7-4.1华威dmc1.4-3.10NUSccl1.13-2.14谢菲gj2.1补申-3.13reject：LSEspc12.8-1.24wl-3.11HKUjournalism1.22-2.15笔试等：UCLdmeCUHKjournalism（前几天发邮件问还考虑来吗确定不去就不给offer了）曼大dtce2.1补申（这个不等了）BG：中上985中文87+，雅思7（6），实习发表暑校、校媒经历若干求选校建议以及蹲个爱宝dmc的群和就读体验，全网搜不到相关信息祝大家都能拿到理想offer～
1824301624,4489957726734647,2020-04-04,【英国Offer】叔！来报一下offer～以及想要听取一下择校建议！感谢！bg：网排30左右商务英语专业GPA3.74/4雅思6.5/6(写作6.5)大概申请时间：12.10才投完第一轮申请uclkcl华威杜伦伯明翰的TESOL以及曼大的Education(International)2月中旬在没收到任何offer的情况下中介让补申了纽卡斯特利兹和利物浦的TESOLoffer：2.28华威MATESOLcon均分774.1纽卡斯特MATESOLcon均分754.2利兹MATESOLcon雅思7/6和均分754.2曼大MAEducation(International)reject：3.5伯明翰MATESOL没有理由3.13UCLMATESOL理由竞争太激烈等：KCL和杜伦自己不抱什么希望啦也考虑到静不下心来冲雅思成绩利物浦也不考虑现在个人比较纠结的是华威TESOL和曼大的Edu。专业来说自己觉得TESOL更加符合未来的职业规划，但是个人还挺喜欢曼大的。并且不知道回国之后国内对学校的认知度是怎么样的。好难
1824301624,4489942627366758,2020-04-04,【英国Offer语言学】叔，来报一个dreamoffer爱丁堡appliedlinguistics应用语言学。TL：12月初-4月初本来这是我申请季我最最想去的一个，但是拿到offer之后又有点犹豫，担心课程太难压力大，在这个和爱宝langugeeducation纠结。可以帮忙问问各位朋友的选校意见和理由吗，感激不尽️bg：某外国语，90，带不合格雅思申请。
7029497065,4476615955938850,2020-02-27,#鸭鸭问答#你好，申请KCL是需要学校官方邮件嘛？我们学校好像没有一般还是edu结尾的邮箱比较好，学校会更认可。如果的确没有，看看你们老师的工作qq的邮箱，有的时候结尾是edu。如果实在没有，给学校说明一下情况。像爱大这样的要求要求edu结尾的邮箱，如果的确没有，会要求你将推荐信用学校的红头纸打印出来，然后老师手写签名字和日期就可行。
1824301624,4489904878653724,2020-04-04,"【博士申请】投个博士拒录本科末流211均分89，硕士kclMAeducationmanagement在读，非c刊发表一篇，本硕转专业录：杜伦PhDineducation拒：KCL,cambridge原因是没有研究方向一致的老师顺便求一下杜伦的博士就读体验"
1824301624,4489897329292567,2020-04-04,【英新llm选校】一个是nus一个是爱丁堡bg：top109853.8/4.0nus感觉排名要高一点，爱丁堡是生活体验好一点，想问一下大家怎么选择呀？
1824301624,4489801635596210,2020-04-04,
7029497065,4476563490039227,2020-02-27,#鸭鸭offer快报#鸭鸭你好，可以帮忙发一个定校投票吗！非常感谢！！现在手头上有三个选择，三月前必须交一所学校的deposit啦，实在是太纠结，感谢！曼切斯特HRM&ir华威Businesswithoperationsmanagement南洋理工Technopreneurship&Innovation个人很香NTU的综排，但是父母总是觉得这个专业不太好，就算mbs和wbs我也很难选，未来计划回国工作，希望大家给点建议，谢谢【bg】40+211财管3.68/57（6.5）金融双学位实习*4商赛*4国创负责人海外志愿者*2科研*3奖学金荣誉称号若干社团团长队长选校
1824301624,4489980372151573,2020-04-04,【英澳申请法学类】Cook叔，报个offer参考，顺便求个选校建议LLM录：布里斯托：internationalcommerciallaw（11.19～12.21）QM：internationalbusinesslaw（11.19～1.3）杜伦：internationaltradeandcommerciallaw（11.20～3.4）；补申：悉尼：masteroflaw（2.27～3.3）墨尔本：publicandinternationallaw（1.10～3.17）；拒：KCL国际商法，等：爱大（没消息）曼大wlbg：双非一本，网排100左右，均分91，几个实习，无期刊，无竞赛杜伦con四个7，口语差了一点...要上语言班，猫本布大可以了，以后可能继续美国读JD，或者先回来工作，想求下大家的意见，祝大家都顺顺利利～
1824301624,4489995475840757,2020-04-04,"【英国Offer】大家好，想听一下选校意见～格拉斯哥managementwithenterprise&businessgrowth利兹corporatecommunication,marketingandpublicrelationship诺丁汉Marketingbgm30+211，工科转商科，毕业后想从事运营传播类工作，喜欢利兹的课程设置，但对格拉也很有好感，好纠结，大家给个意见吧"
1824301624,4489987926292219,2020-04-04,【英澳申请】Offer：诺丁汉：MScElectronicCommunicationsandComputerEngineering新南：ElectricalEngineering8621伯明翰：MScElectronicandComputerEngineering莫纳什、昆士兰：EE（基本上不考虑了）拒信谢菲尔德：ElectricalandElectronicEngineeringbg双非二本，电子信息工程，平均分82.5，雅思7，校内奖学金若干，国内志愿者、海外志愿者，只有小公司实习
7330842801,4485977210963880,2020-03-24,"伦敦政治经济学院LSE热门硕士专业录取率MScinEconomicsandManagement：8%MScinInternationalManagement：9%MScinEconomy,RiskandSociety：9%MScinInternationalManagement：9%MScinPublicPolicy&Administration：12%MScinLawandAccounting：16%MScinManagementandStrategy：18%MScinDevelopmentStudies：20%MScinEconomicHistory：28%MScinEconomics：30%MScinManagement：30%MasterofLaws：38%"
7029497065,4476346715657422,2020-02-26,#鸭鸭互助#鸭鸭可以帮忙问问去泰国考雅思有人愿意拼房组队吗泰国雅思机考（ukvi）报两场打算3.31号和4.3号
7029497065,4476346622828768,2020-02-26,#鸭鸭定校小分队#鸭鸭你好～可以帮我发一个择校投票吗？KCL的financeanalytics和荷兰阿姆斯特丹的finance（corporatefinance）。结合就业考虑的话应该选择哪个呢？fa这个专业是不是更好就业呢，还有就是回国认可度的问题。英国offer鸭的微博投票
7029497065,4476346455335401,2020-02-26,美丽的南安普顿
7029497065,4476346195295215,2020-02-26,英国留学省钱小技巧免费照片冲洗指南
7029497065,4476346081964917,2020-02-26,#鸭鸭定校小分队#鸭鸭您好，可以帮忙发一个择校投票吗？快要交押金了好纠结，想听听大家的意见圣安德鲁斯comuptingwithinformationtechnology诺丁汉computerscience英国offer鸭的微博投票
7029497065,4476345721700575,2020-02-26,#鸭鸭定校小分队#鸭鸭你好呀！请问能不能帮我发个选校投票呢？专业是Education，学校是布里斯托和格拉斯哥。主要还是考虑专业和就业，应该是会回国就业，谢谢啦～英国offer鸭的微博投票
7029497065,4476344861463224,2020-02-26,伦敦博物馆简介+RA看展之旅
7029497065,4476323940418175,2020-02-26,#鸭鸭问答#鸭鸭，想请问一下网传布大的语言班被报满是不是真实消息呀，还没考ukvi雅思感觉瑟瑟发抖布大语言班没有那么紧俏，但是你要注意一下申请的截止日，今年布里斯托语言班14周的申请截止日是4月19日，10周语言班的截止日是5月10日，6周的语言班截止日是6月14日。
7330842801,4485945786735985,2020-03-24,伦敦大学学院offer专业：DigitalHumanitiesMA/MSc背景：本科985院校，广告学，GPA86，雅思7.5
7330842801,4485935465158519,2020-03-24,今日汇率：1英镑=8.2216人民币1美元=7.09人民币1欧元=7.66人民币1港元=0.9142人民币1澳元=4.1824人民币1加元=4.9015人民币(仅供参考)
7330842801,4485934261333933,2020-03-24,水逆退散，安全留学
7330842801,4485772394135631,2020-03-23,伦敦国王学院offer专业：MscDevelopmentalPsychologyandPsychopathology背景：海本，心理学专业，GPA3.83
